datetime,temp,precip,Number of Bicycle Hires
25/01/2019,6.8,1.199,24198
26/01/2019,8.4,0.402,15062
27/01/2019,6.1,5.782,10596
28/01/2019,3.2,0.0,25859
29/01/2019,2.7,0.0,24732
30/01/2019,1.6,4.997,25482
31/01/2019,0.7,0.199,23487
01/02/2019,2.0,6.38,12841
02/02/2019,3.2,6.964,14136
03/02/2019,2.5,0.0,14637
04/02/2019,7.3,5.596,18254
05/02/2019,7.0,0.199,25682
06/02/2019,9.3,4.199,26197
07/02/2019,8.1,3.206,26703
08/02/2019,9.5,4.031,17468
09/02/2019,8.5,1.0,17439
10/02/2019,6.2,0.609,10800
11/02/2019,6.0,0.0,27439
12/02/2019,7.1,0.0,28786
13/02/2019,8.1,0.0,29145
14/02/2019,7.2,0.0,29270
15/02/2019,7.7,0.199,28838
16/02/2019,9.2,0.0,20560
17/02/2019,9.7,0.0,24383
18/02/2019,8.6,1.998,23815
19/02/2019,7.4,0.002,28927
20/02/2019,9.1,0.0,28971
21/02/2019,10.4,0.0,30474
22/02/2019,9.6,0.001,29703
23/02/2019,10.4,0.0,29242
24/02/2019,9.3,0.0,26092
25/02/2019,10.3,0.0,31480
26/02/2019,10.8,0.0,34996
27/02/2019,10.6,0.0,35420
28/02/2019,9.8,0.403,27219
01/03/2019,9.8,1.99,28255
02/03/2019,10.9,0.004,22795
03/03/2019,11.2,3.006,9641
04/03/2019,7.1,6.807,26532
05/03/2019,7.9,0.001,29701
06/03/2019,11.0,0.647,25449
07/03/2019,8.5,0.205,24884
08/03/2019,7.6,0.802,23635
09/03/2019,9.8,1.003,19951
10/03/2019,7.5,2.634,12111
11/03/2019,7.1,2.998,27725
12/03/2019,7.3,8.41,21718
13/03/2019,8.8,0.198,26816
14/03/2019,10.5,2.034,23699
15/03/2019,12.4,4.387,26123
16/03/2019,11.0,0.203,14594
17/03/2019,6.9,5.999,14390
18/03/2019,7.2,0.596,27824
19/03/2019,9.5,0.794,27683
20/03/2019,11.1,0.0,30485
21/03/2019,11.8,0.0,31307
22/03/2019,10.2,0.0,28229
23/03/2019,10.2,0.0,25897
24/03/2019,9.2,0.0,27408
25/03/2019,9.3,0.0,31215
26/03/2019,8.3,0.0,31955
27/03/2019,10.1,0.0,31263
28/03/2019,11.3,0.0,32315
29/03/2019,10.8,0.0,35321
30/03/2019,13.1,0.0,33026
31/03/2019,9.9,0.001,20325
01/04/2019,8.8,0.0,31834
02/04/2019,6.3,0.606,24529
03/04/2019,5.5,0.804,27059
04/04/2019,6.3,0.805,25493
05/04/2019,9.9,0.003,27536
06/04/2019,9.0,0.0,20423
07/04/2019,9.2,0.199,16897
08/04/2019,10.0,0.8,26527
09/04/2019,9.5,1.204,25534
10/04/2019,8.7,0.0,31699
11/04/2019,7.0,0.0,30961
12/04/2019,6.9,0.0,27403
13/04/2019,5.9,0.201,19856
14/04/2019,6.1,0.0,20896
15/04/2019,9.3,0.0,30837
16/04/2019,11.7,0.214,31842
17/04/2019,12.9,0.0,37203
18/04/2019,14.3,0.0,36574
19/04/2019,16.2,0.0,36505
20/04/2019,16.9,0.0,38712
21/04/2019,16.1,0.0,36686
22/04/2019,16.4,0.0,35435
23/04/2019,15.8,0.0,34948
24/04/2019,14.0,0.4,34593
25/04/2019,12.5,0.4,34494
26/04/2019,11.6,0.002,32006
27/04/2019,10.1,0.403,18379
28/04/2019,10.8,0.2,22631
29/04/2019,10.7,0.0,33748
30/04/2019,11.9,0.0,38908
01/05/2019,12.4,0.0,37952
02/05/2019,12.7,1.99,32563
03/05/2019,10.2,4.969,28182
04/05/2019,7.9,1.199,19806
05/05/2019,8.5,0.002,22896
06/05/2019,9.8,0.0,22472
07/05/2019,11.5,0.0,34646
08/05/2019,11.2,8.247,20276
09/05/2019,10.9,5.026,28404
10/05/2019,11.4,1.996,34078
11/05/2019,11.7,0.802,25475
12/05/2019,11.5,0.005,31836
13/05/2019,11.7,0.0,37537
14/05/2019,12.9,0.0,39647
15/05/2019,13.5,0.0,39054
16/05/2019,13.0,0.0,38408
17/05/2019,12.0,0.001,29846
18/05/2019,13.4,0.596,28138
19/05/2019,14.1,0.198,26727
20/05/2019,16.0,0.198,36072
21/05/2019,16.2,0.0,41251
22/05/2019,16.3,0.0,40312
23/05/2019,17.3,0.0,41314
24/05/2019,17.0,0.0,37280
25/05/2019,18.4,0.993,33151
26/05/2019,17.7,0.002,26802
27/05/2019,14.5,0.0,28309
28/05/2019,13.3,0.24,34443
29/05/2019,13.1,0.612,31203
30/05/2019,18.7,0.001,39450
31/05/2019,17.3,0.0,39017
01/06/2019,19.5,0.0,40800
02/06/2019,21.2,0.0,33865
03/06/2019,16.0,0.0,37306
04/06/2019,14.5,0.217,31948
05/06/2019,15.3,0.0,38033
06/06/2019,14.6,0.794,38141
07/06/2019,14.6,2.022,25122
08/06/2019,14.9,5.007,26656
09/06/2019,14.6,0.004,29311
10/06/2019,11.9,23.179,13358
11/06/2019,13.8,7.079,34285
12/06/2019,13.0,4.217,25449
13/06/2019,13.1,4.434,26617
14/06/2019,15.2,1.205,33837
15/06/2019,15.1,0.002,28235
16/06/2019,15.5,0.81,26102
17/06/2019,17.0,0.0,38894
18/06/2019,15.9,3.99,29854
19/06/2019,16.6,2.426,33190
20/06/2019,16.2,1.004,38345
21/06/2019,16.1,0.0,38656
22/06/2019,16.9,0.0,36858
23/06/2019,18.7,0.0,30851
24/06/2019,21.3,0.0,38617
25/06/2019,19.9,8.357,38200
26/06/2019,17.5,0.002,39620
27/06/2019,17.5,0.0,41692
28/06/2019,17.7,0.0,39986
29/06/2019,24.1,0.0,38616
30/06/2019,20.4,0.0,33990
01/07/2019,18.1,0.0,39257
02/07/2019,17.4,0.0,42658
03/07/2019,18.0,0.0,43924
04/07/2019,19.8,0.0,44668
05/07/2019,21.8,0.0,42466
06/07/2019,19.9,0.0,34018
07/07/2019,17.2,4.979,29889
08/07/2019,18.0,0.004,39670
09/07/2019,19.0,0.0,41447
10/07/2019,21.0,0.0,42343
11/07/2019,21.1,0.0,41916
12/07/2019,21.1,0.0,41305
13/07/2019,19.3,0.0,36204
14/07/2019,17.6,2.982,27858
15/07/2019,17.0,0.0,39489
16/07/2019,19.8,0.0,43693
17/07/2019,20.3,0.0,41959
18/07/2019,19.2,1.017,34240
19/07/2019,16.9,5.992,25620
20/07/2019,19.7,14.805,31351
21/07/2019,18.7,0.0,33251
22/07/2019,21.4,0.0,40842
23/07/2019,24.7,0.0,44457
24/07/2019,26.3,0.005,42296
25/07/2019,28.3,0.2,39323
26/07/2019,22.4,1.401,31517
27/07/2019,18.2,14.217,19950
28/07/2019,18.8,0.0,29319
29/07/2019,19.9,0.0,41472
30/07/2019,18.5,2.998,27449
31/07/2019,19.1,0.4,38299
01/08/2019,20.1,0.0,39898
02/08/2019,20.4,0.0,38278
03/08/2019,20.2,0.0,39388
04/08/2019,20.7,0.0,34341
05/08/2019,19.8,0.797,34041
06/08/2019,19.2,0.0,39369
07/08/2019,18.6,2.001,37776
08/08/2019,19.4,0.0,40667
09/08/2019,20.9,4.0,30719
10/08/2019,18.9,1.036,25956
11/08/2019,18.4,0.002,29952
12/08/2019,15.3,4.033,29570
13/08/2019,16.4,0.0,39534
14/08/2019,15.7,13.968,19154
15/08/2019,18.6,0.401,38018
16/08/2019,16.2,1.011,23388
17/08/2019,18.7,2.013,29360
18/08/2019,17.1,2.995,24122
19/08/2019,16.5,6.971,33048
20/08/2019,16.0,0.0,39255
21/08/2019,16.8,0.0,38251
22/08/2019,18.3,0.0,38056
23/08/2019,20.3,0.0,35995
24/08/2019,21.7,0.0,30776
25/08/2019,24.0,0.0,31355
26/08/2019,24.3,0.0,33150
27/08/2019,24.4,0.0,37597
28/08/2019,21.0,0.003,36576
29/08/2019,18.3,0.002,38337
30/08/2019,18.6,0.0,37147
31/08/2019,17.3,0.001,30847
01/09/2019,16.0,0.0,29486
02/09/2019,15.7,0.0,35280
03/09/2019,17.8,0.0,37229
04/09/2019,17.3,6.181,33933
05/09/2019,14.9,0.0,36722
06/09/2019,14.1,0.2,31798
07/09/2019,14.7,0.0,28038
08/09/2019,13.2,0.0,27969
09/09/2019,14.0,0.218,29440
10/09/2019,15.7,0.0,36814
11/09/2019,17.2,0.001,35787
12/09/2019,18.5,0.001,38252
13/09/2019,17.7,0.0,37354
14/09/2019,16.3,0.0,34966
15/09/2019,18.1,0.0,33698
16/09/2019,17.5,0.199,32747
17/09/2019,15.4,0.0,39025
18/09/2019,14.2,0.0,38751
19/09/2019,14.9,0.0,38271
20/09/2019,15.7,0.0,37699
21/09/2019,17.6,0.0,36479
22/09/2019,18.2,0.408,24154
23/09/2019,16.4,0.799,30941
24/09/2019,16.9,42.057,21563
25/09/2019,17.1,5.196,32427
26/09/2019,17.0,4.983,28976
27/09/2019,15.3,3.995,29557
28/09/2019,15.3,0.002,24960
29/09/2019,16.2,7.021,15478
30/09/2019,14.2,1.02,27787
01/10/2019,15.7,24.901,24631
02/10/2019,11.1,3.205,33923
03/10/2019,9.6,0.0,32707
04/10/2019,13.3,1.016,32314
05/10/2019,13.8,0.0,26578
06/10/2019,14.5,4.066,21690
07/10/2019,13.2,0.203,28418
08/10/2019,13.9,3.799,32894
09/10/2019,12.3,0.002,34874
10/10/2019,12.9,0.0,35641
11/10/2019,15.6,3.195,25222
12/10/2019,11.6,12.976,10047
13/10/2019,13.8,9.588,16040
14/10/2019,13.1,2.798,22519
15/10/2019,13.2,1.012,34372
16/10/2019,13.0,1.598,30763
17/10/2019,11.6,4.004,30259
18/10/2019,12.1,6.438,29675
19/10/2019,11.2,1.791,25400
20/10/2019,9.5,0.199,20545
21/10/2019,11.9,1.21,24215
22/10/2019,10.3,0.0,33916
23/10/2019,10.4,0.199,31786
24/10/2019,12.0,15.951,23489
25/10/2019,13.3,0.204,28988
26/10/2019,14.2,3.015,14397
27/10/2019,8.1,0.598,22155
28/10/2019,7.6,0.001,30208
29/10/2019,9.3,0.0,31225
30/10/2019,9.8,0.0,32157
31/10/2019,9.0,0.0,30951
01/11/2019,13.1,1.012,25128
02/11/2019,12.2,3.223,14557
03/11/2019,9.5,0.401,18356
04/11/2019,9.4,3.186,29198
05/11/2019,10.0,0.005,31016
06/11/2019,7.4,0.599,30745
07/11/2019,8.2,7.99,30244
08/11/2019,5.5,0.199,26194
09/11/2019,5.5,7.007,12350
10/11/2019,7.6,2.992,18491
11/11/2019,7.6,4.374,28080
12/11/2019,6.2,1.996,27391
13/11/2019,6.5,0.0,29661
14/11/2019,6.4,1.055,28649
15/11/2019,6.9,0.606,21318
16/11/2019,6.6,1.405,18553
17/11/2019,6.1,0.0,18082
18/11/2019,6.9,0.597,28521
19/11/2019,3.7,0.0,28760
20/11/2019,5.4,0.0,29437
21/11/2019,4.9,0.0,27064
22/11/2019,8.3,5.381,24865
23/11/2019,9.7,0.999,14904
24/11/2019,9.8,0.203,15599
25/11/2019,10.7,1.007,25722
26/11/2019,11.6,0.823,26982
27/11/2019,10.5,11.979,26575
28/11/2019,9.1,0.8,26030
29/11/2019,5.8,0.403,28463
30/11/2019,4.6,0.2,18176
01/12/2019,5.4,0.0,14242
02/12/2019,3.4,0.001,27306
03/12/2019,5.0,0.0,29645
04/12/2019,4.1,0.058,29458
05/12/2019,5.5,0.005,28547
06/12/2019,11.2,5.779,21917
07/12/2019,9.6,0.0,19235
08/12/2019,9.5,2.387,15139
09/12/2019,7.5,0.8,27089
10/12/2019,7.4,0.599,24198
11/12/2019,5.8,3.997,27414
12/12/2019,5.9,6.013,19740
13/12/2019,7.3,6.383,23189
14/12/2019,6.6,2.005,14862
15/12/2019,7.7,12.369,14077
16/12/2019,7.7,3.03,24344
17/12/2019,7.1,4.989,19747
18/12/2019,7.2,0.002,24745
19/12/2019,12.0,9.026,21679
20/12/2019,8.5,21.56,14451
21/12/2019,8.4,4.206,9370
22/12/2019,8.2,4.61,10407
23/12/2019,8.1,0.0,15878
24/12/2019,9.5,1.398,10478
25/12/2019,5.7,0.0,34674
26/12/2019,7.5,3.998,5649
27/12/2019,7.7,0.007,11718
28/12/2019,8.4,0.002,11414
29/12/2019,7.3,0.0,12256
30/12/2019,6.2,0.199,16166
31/12/2019,7.8,0.001,13043
01/01/2020,5.4,0.001,11152
02/01/2020,8.9,0.001,18682
03/01/2020,8.7,1.007,18437
04/01/2020,6.6,0.0,15702
05/01/2020,7.9,0.0,12978
06/01/2020,7.8,0.402,23773
07/01/2020,9.4,0.2,27554
08/01/2020,11.6,0.013,28269
09/01/2020,11.5,6.598,26628
10/01/2020,6.7,0.004,26848
11/01/2020,9.5,0.0,18219
12/01/2020,9.7,1.203,16502
13/01/2020,8.9,0.202,23839
14/01/2020,10.5,6.223,23020
15/01/2020,8.8,11.219,22499
16/01/2020,9.5,0.2,26303
17/01/2020,8.1,5.031,25811
18/01/2020,4.4,0.199,19817
19/01/2020,4.3,0.001,17922
20/01/2020,3.6,0.001,28250
21/01/2020,2.7,0.0,28832
22/01/2020,6.3,0.002,27725
23/01/2020,7.9,0.0,28420
24/01/2020,6.9,0.001,26419
25/01/2020,6.3,0.001,18206
26/01/2020,8.6,2.004,12854
27/01/2020,7.6,7.2,23486
28/01/2020,5.0,2.982,28218
29/01/2020,6.1,0.0,28959
30/01/2020,10.2,0.004,27971
31/01/2020,10.9,0.0,26378
01/02/2020,10.3,1.0,20293
02/02/2020,10.5,0.838,16220
03/02/2020,9.5,0.199,28267
04/02/2020,7.3,0.001,29473
05/02/2020,6.0,0.001,29710
06/02/2020,5.0,0.199,29481
07/02/2020,6.4,0.001,28238
08/02/2020,9.3,1.998,21810
09/02/2020,10.8,11.01,6479
10/02/2020,7.3,1.219,21873
11/02/2020,5.6,3.981,27194
12/02/2020,5.5,0.0,27948
13/02/2020,7.5,0.906,25454
14/02/2020,7.9,0.0,26508
15/02/2020,11.8,3.623,9833
16/02/2020,10.1,19.036,6514
17/02/2020,8.0,1.204,25733
18/02/2020,7.0,1.991,25268
19/02/2020,6.4,5.778,24298
20/02/2020,8.0,4.416,22662
21/02/2020,7.8,0.0,24885
22/02/2020,11.1,0.201,18664
23/02/2020,11.1,0.41,14080
24/02/2020,9.6,7.773,23515
25/02/2020,6.4,0.603,27095
26/02/2020,5.0,0.202,28059
27/02/2020,4.9,6.012,20356
28/02/2020,6.7,3.02,18676
29/02/2020,7.9,6.418,12542
01/03/2020,7.1,0.0,16831
02/03/2020,6.3,0.034,26484
03/03/2020,5.4,0.004,29209
04/03/2020,5.3,3.005,23390
05/03/2020,6.1,15.982,17028
06/03/2020,6.3,2.004,27950
07/03/2020,7.8,0.0,20229
08/03/2020,9.9,2.206,14917
09/03/2020,7.7,1.204,22851
10/03/2020,12.9,5.008,28186
11/03/2020,11.2,0.201,29716
12/03/2020,7.9,0.605,26841
13/03/2020,8.6,0.0,25233
14/03/2020,9.7,2.988,18742
15/03/2020,9.8,0.609,13268
16/03/2020,8.2,0.201,24370
17/03/2020,9.6,0.0,19268
18/03/2020,11.9,0.0,17407
19/03/2020,7.7,0.402,13371
20/03/2020,7.7,0.2,13696
21/03/2020,7.0,0.0,17550
22/03/2020,7.1,0.0,16229
23/03/2020,7.3,0.0,11639
24/03/2020,8.8,0.0,10165
25/03/2020,7.5,0.0,10643
26/03/2020,7.5,0.0,10978
27/03/2020,8.2,0.0,11035
28/03/2020,7.7,0.0,12946
29/03/2020,5.6,0.2,7349
30/03/2020,6.0,0.2,7006
31/03/2020,6.7,0.001,9121
01/04/2020,6.2,0.198,9194
02/04/2020,9.9,0.0,9898
03/04/2020,9.8,0.0,11139
04/04/2020,10.1,0.0,22109
05/04/2020,14.7,0.0,28905
06/04/2020,14.1,0.201,10565
07/04/2020,12.6,0.0,14773
08/04/2020,15.0,0.0,13660
09/04/2020,15.0,0.0,17452
10/04/2020,14.8,0.0,27293
11/04/2020,16.7,0.0,33454
12/04/2020,17.1,0.005,29537
13/04/2020,9.6,0.003,18014
14/04/2020,8.3,0.0,14625
15/04/2020,10.4,0.0,18067
16/04/2020,12.7,0.0,16660
17/04/2020,11.5,0.609,11211
18/04/2020,10.2,2.846,20331
19/04/2020,12.0,0.0,39996
20/04/2020,12.3,0.0,17453
21/04/2020,13.6,0.0,18745
22/04/2020,14.4,0.198,21173
23/04/2020,15.1,0.0,23869
24/04/2020,14.8,0.0,23367
25/04/2020,10.9,0.0,38063
26/04/2020,12.8,0.0,39116
27/04/2020,13.1,0.0,17205
28/04/2020,8.9,11.402,4872
29/04/2020,10.5,5.776,11432
30/04/2020,9.7,8.99,9116
01/05/2020,11.0,0.207,14663
02/05/2020,12.0,0.0,38474
03/05/2020,12.4,0.001,26982
04/05/2020,13.2,0.0,18332
05/05/2020,11.0,0.0,18503
06/05/2020,11.8,0.0,23350
07/05/2020,15.1,0.0,27389
08/05/2020,17.4,0.0,43669
09/05/2020,17.7,0.0,48752
10/05/2020,13.2,0.0,23540
11/05/2020,8.8,0.0,13366
12/05/2020,9.6,0.0,20120
13/05/2020,9.9,0.0,16886
14/05/2020,9.0,0.0,20445
15/05/2020,12.0,0.0,28363
16/05/2020,13.2,0.0,46227
17/05/2020,14.4,0.0,51422
18/05/2020,16.9,0.0,29598
19/05/2020,18.9,0.0,35525
20/05/2020,20.6,0.0,42827
21/05/2020,21.3,0.0,36203
22/05/2020,19.0,0.0,36817
23/05/2020,14.8,0.997,40769
24/05/2020,16.3,0.0,55805
25/05/2020,18.7,0.0,67034
26/05/2020,19.9,0.0,38386
27/05/2020,19.2,0.0,38327
28/05/2020,16.5,0.0,40682
29/05/2020,17.0,0.0,45693
30/05/2020,17.6,0.0,70170
31/05/2020,18.3,0.0,63116
01/06/2020,18.8,0.0,38376
02/06/2020,19.1,0.0,45524
03/06/2020,16.6,0.001,28915
04/06/2020,13.2,0.001,27752
05/06/2020,12.9,1.808,28586
06/06/2020,10.6,7.981,27731
07/06/2020,12.7,0.222,39225
08/06/2020,13.0,0.0,28859
09/06/2020,14.5,0.0,36702
10/06/2020,13.4,0.218,16957
11/06/2020,14.8,0.608,24710
12/06/2020,16.7,0.211,26990
13/06/2020,18.5,0.006,65045
14/06/2020,18.3,1.011,57516
15/06/2020,18.1,0.014,37990
16/06/2020,18.5,0.007,37758
17/06/2020,17.1,16.88,26514
18/06/2020,16.1,17.206,25666
19/06/2020,16.1,0.411,36582
20/06/2020,17.1,0.0,64041
21/06/2020,18.1,0.806,45485
22/06/2020,17.5,0.0,43004
23/06/2020,20.9,0.0,48287
24/06/2020,23.6,0.0,52131
25/06/2020,24.6,0.0,52389
26/06/2020,23.3,0.596,50978
27/06/2020,17.6,2.609,41381
28/06/2020,16.1,0.807,42221
29/06/2020,15.6,2.98,32538
30/06/2020,16.0,0.804,28707
01/07/2020,17.5,4.969,31474
02/07/2020,16.0,0.23,28054
03/07/2020,16.2,4.962,37423
04/07/2020,17.7,1.002,42173
05/07/2020,18.4,0.0,47227
06/07/2020,16.0,0.0,33688
07/07/2020,15.9,0.0,32208
08/07/2020,16.7,10.169,22306
09/07/2020,17.6,1.227,26128
10/07/2020,15.8,2.195,38143
11/07/2020,15.8,0.0,51371
12/07/2020,17.8,0.0,49653
13/07/2020,19.4,0.0,35317
14/07/2020,18.2,1.001,35224
15/07/2020,16.7,0.0,34126
16/07/2020,18.9,0.0,37401
17/07/2020,22.1,0.0,46734
18/07/2020,20.0,0.0,56654
19/07/2020,17.6,0.404,33988
20/07/2020,17.5,0.0,39255
21/07/2020,17.5,0.0,40542
22/07/2020,19.9,0.0,41579
23/07/2020,19.5,0.0,40105
24/07/2020,20.2,0.0,40929
25/07/2020,18.2,3.036,24828
26/07/2020,17.1,6.779,34216
27/07/2020,18.0,1.206,23892
28/07/2020,17.0,0.598,37887
29/07/2020,17.5,0.0,41163
30/07/2020,21.5,0.0,43105
31/07/2020,25.6,0.0,43267
01/08/2020,21.5,0.0,49591
02/08/2020,18.8,0.0,44097
03/08/2020,18.9,0.0,36822
04/08/2020,18.1,0.0,41429
05/08/2020,20.4,0.0,42674
06/08/2020,22.5,0.0,41172
07/08/2020,25.0,0.0,43349
08/08/2020,25.4,0.0,47667
09/08/2020,24.0,0.0,44699
10/08/2020,26.4,0.0,40033
11/08/2020,27.4,0.0,43139
12/08/2020,26.9,0.027,41957
13/08/2020,23.3,0.025,34296
14/08/2020,18.9,0.47,30322
15/08/2020,18.8,1.414,30834
16/08/2020,20.6,14.946,32727
17/08/2020,18.7,13.717,32065
18/08/2020,19.8,0.025,39694
19/08/2020,18.4,10.02,20690
20/08/2020,20.9,0.405,42900
21/08/2020,20.5,0.001,35563
22/08/2020,19.0,0.002,44600
23/08/2020,18.0,0.0,37229
24/08/2020,17.1,0.998,31659
25/08/2020,17.9,6.238,27213
26/08/2020,18.3,0.994,41188
27/08/2020,15.4,0.064,23767
28/08/2020,15.2,4.827,27689
29/08/2020,13.4,3.011,29091
30/08/2020,14.2,0.007,35248
31/08/2020,13.2,0.0,39872
01/09/2020,14.2,0.0,36669
02/09/2020,15.2,0.6,31809
03/09/2020,18.6,2.784,30832
04/09/2020,16.0,0.002,35992
05/09/2020,14.2,1.987,42640
06/09/2020,14.5,0.0,39964
07/09/2020,15.8,0.0,32954
08/09/2020,19.8,0.0,38508
09/09/2020,18.4,0.0,39425
10/09/2020,15.4,0.0,40273
11/09/2020,14.5,0.0,38358
12/09/2020,16.8,0.0,47615
13/09/2020,18.5,0.0,47141
14/09/2020,19.4,0.0,31631
15/09/2020,21.8,0.0,43592
16/09/2020,21.4,0.0,43355
17/09/2020,16.9,0.0,42033
18/09/2020,16.2,0.0,42106
19/09/2020,18.5,0.0,51764
20/09/2020,18.7,0.0,47835
21/09/2020,17.1,0.0,38776
22/09/2020,18.0,0.0,46181
23/09/2020,16.2,4.404,30731
24/09/2020,11.7,4.815,32999
25/09/2020,11.2,1.991,30833
26/09/2020,10.5,0.001,34352
27/09/2020,12.1,0.0,26694
28/09/2020,13.7,0.0,33146
29/09/2020,15.7,1.996,32116
30/09/2020,14.2,1.006,27200
01/10/2020,13.0,5.985,34441
02/10/2020,12.5,13.585,12207
03/10/2020,13.8,43.724,21909
04/10/2020,10.1,28.2,8779
05/10/2020,12.7,0.6,25748
06/10/2020,13.3,5.786,30723
07/10/2020,12.5,0.0,34225
08/10/2020,14.7,5.198,29150
09/10/2020,9.7,1.995,29389
10/10/2020,9.1,0.2,34838
11/10/2020,10.5,0.994,34123
12/10/2020,9.7,0.214,21308
13/10/2020,9.6,8.966,20948
14/10/2020,11.0,2.198,29591
15/10/2020,10.2,0.599,30112
16/10/2020,10.6,0.001,33858
17/10/2020,10.9,0.002,34167
18/10/2020,10.5,0.198,31540
19/10/2020,12.3,0.0,29221
20/10/2020,15.3,0.601,32568
21/10/2020,14.8,10.036,17842
22/10/2020,13.4,0.198,31992
23/10/2020,12.7,0.005,32333
24/10/2020,12.7,0.611,26255
25/10/2020,10.4,8.071,27462
26/10/2020,9.8,0.001,29578
27/10/2020,9.9,1.017,21496
28/10/2020,10.0,2.002,27747
29/10/2020,11.9,3.008,21958
30/10/2020,15.3,0.004,29425
31/10/2020,13.4,7.618,23300
01/11/2020,14.7,0.399,25625
02/11/2020,14.1,0.412,27663
03/11/2020,8.1,9.765,28623
04/11/2020,6.3,0.199,36971
05/11/2020,5.5,0.001,19762
06/11/2020,7.8,0.2,21849
07/11/2020,9.7,0.0,40469
08/11/2020,12.7,0.001,31318
09/11/2020,13.6,4.007,19955
10/11/2020,12.3,1.0,24860
11/11/2020,12.0,0.2,23661
12/11/2020,11.0,3.027,25865
13/11/2020,11.0,0.6,25767
14/11/2020,12.9,1.046,15491
15/11/2020,11.2,14.627,22687
16/11/2020,10.8,0.4,19152
17/11/2020,13.2,0.997,23524
18/11/2020,12.5,0.401,23011
19/11/2020,8.4,0.802,20455
20/11/2020,6.7,0.998,18225
21/11/2020,11.3,0.001,35358
22/11/2020,9.4,0.399,35315
23/11/2020,6.9,0.0,21680
24/11/2020,10.7,0.0,22773
25/11/2020,10.6,0.001,22103
26/11/2020,7.6,0.199,23694
27/11/2020,4.7,0.002,23667
28/11/2020,9.3,0.0,34416
29/11/2020,8.3,0.0,27107
30/11/2020,7.4,0.0,19199
01/12/2020,6.6,0.001,22282
02/12/2020,5.6,0.2,24615
03/12/2020,5.5,14.214,14619
04/12/2020,4.7,3.788,22624
05/12/2020,5.5,0.001,31470
06/12/2020,4.0,1.991,20583
07/12/2020,2.3,0.001,19778
08/12/2020,2.9,0.614,21625
09/12/2020,5.6,1.994,23013
10/12/2020,6.9,0.0,23516
11/12/2020,9.1,7.576,24943
12/12/2020,7.8,0.001,29258
13/12/2020,7.4,1.996,13220
14/12/2020,10.5,13.761,15959
15/12/2020,9.3,2.194,26241
16/12/2020,9.3,2.013,17574
17/12/2020,9.4,0.199,22945
18/12/2020,11.5,0.415,18542
19/12/2020,10.4,1.638,16643
20/12/2020,8.1,5.779,17397
21/12/2020,11.1,2.014,11190
22/12/2020,11.7,2.001,14805
23/12/2020,11.3,2.999,13215
24/12/2020,5.3,1.992,15630
25/12/2020,2.7,0.0,17741
26/12/2020,6.7,0.0,12557
27/12/2020,6.4,16.947,17726
28/12/2020,2.4,0.001,12631
29/12/2020,3.0,0.0,14666
30/12/2020,2.1,0.001,17079
31/12/2020,0.7,0.0,15004
01/01/2021,2.0,0.002,10986
02/01/2021,3.7,0.603,17564
03/01/2021,3.8,1.985,13621
04/01/2021,4.2,0.21,10374
05/01/2021,3.7,0.994,9567
06/01/2021,4.0,0.435,12387
07/01/2021,1.0,0.0,12596
08/01/2021,0.6,0.0,11389
09/01/2021,1.1,0.0,19703
10/01/2021,1.0,0.0,13800
11/01/2021,6.7,0.0,11688
12/01/2021,6.8,7.99,11761
13/01/2021,6.1,1.995,8590
14/01/2021,5.0,27.515,6735
15/01/2021,2.4,0.398,13991
16/01/2021,4.9,5.017,12300
17/01/2021,5.7,0.0,24898
18/01/2021,5.3,0.001,12990
19/01/2021,10.6,0.009,12767
20/01/2021,10.2,0.434,9220
21/01/2021,6.6,3.018,15096
22/01/2021,4.0,0.001,16864
23/01/2021,2.1,0.599,24467
24/01/2021,0.6,2.993,6632
25/01/2021,1.7,0.201,13252
26/01/2021,3.0,0.602,10903
27/01/2021,8.3,1.201,12485
28/01/2021,10.9,18.561,13791
29/01/2021,9.5,11.984,14815
30/01/2021,5.4,12.601,7918
31/01/2021,3.1,1.001,16737
01/02/2021,4.1,0.4,12567
02/02/2021,9.2,5.589,14462
03/02/2021,8.6,1.008,13019
04/02/2021,7.0,3.994,11154
05/02/2021,8.3,7.984,19522
06/02/2021,6.8,2.192,19065
07/02/2021,1.8,7.783,6253
08/02/2021,-0.8,0.0,6727
09/02/2021,-0.1,0.0,7266
10/02/2021,0.3,0.0,11726
11/02/2021,-0.8,0.0,11146
12/02/2021,-0.5,0.0,11862
13/02/2021,-0.8,0.0,15964
14/02/2021,2.9,0.598,14038
15/02/2021,8.7,3.003,13495
16/02/2021,9.5,1.207,12396
17/02/2021,9.9,0.407,12953
18/02/2021,8.9,1.011,16281
19/02/2021,8.8,0.1,17587
20/02/2021,13.5,0.0,39938
21/02/2021,12.0,0.001,33638
22/02/2021,9.9,0.799,13929
23/02/2021,10.7,0.0,21703
24/02/2021,13.3,0.0,22268
25/02/2021,10.7,0.198,18463
26/02/2021,7.2,0.0,29685
27/02/2021,7.0,0.001,52485
28/02/2021,6.3,0.0,31454
01/03/2021,6.4,0.0,18214
02/03/2021,5.8,0.0,19222
03/03/2021,5.9,8.961,12416
04/03/2021,5.4,2.0,15504
05/03/2021,4.8,0.001,20353
06/03/2021,4.5,0.0,30882
07/03/2021,3.9,0.0,28893
08/03/2021,5.2,0.0,18574
09/03/2021,7.8,0.0,25689
10/03/2021,8.1,1.006,11251
